Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9	Pat02	Pat03	Pat04	Pat06	Pat07	Pat08	Pat100	Pat101	Pat103	Pat104	Pat105	Pat106	Pat109	Pat11	Pat110	Pat113	Pat115	Pat117	Pat118	Pat119	Pat121	Pat123	Pat124	Pat126	Pat127	Pat128	Pat129	Pat13	Pat130	Pat131	Pat132	Pat133	Pat135	Pat138	Pat139	Pat14	Pat140	Pat143	Pat147	Pat148	Pat15	Pat151	Pat157	Pat159	Pat16	Pat160	Pat162	Pat163	Pat165	Pat166	Pat167	Pat168	Pat17	Pat170	Pat171	Pat174	Pat175	Pat18	Pat19	Pat21	Pat24	Pat25	Pat27	Pat28	Pat29	Pat32	Pat33	Pat36	Pat37	Pat38	Pat39	Pat40	Pat41	Pat43	Pat44	Pat45	Pat46	Pat47	Pat49	Pat50	Pat54	Pat55	Pat56	Pat57	Pat58	Pat59	Pat60	Pat62	Pat63	Pat64	Pat66	Pat67	Pat70	Pat71	Pat73	Pat74	Pat76	Pat77	Pat78	Pat79	Pat80	Pat81	Pat82	Pat83	Pat85	Pat86	Pat88	Pat90	Pat92	Pat98	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR6161	CR7623	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	LSD0167	LSD2057	LSD3484	LSD4691	LSD4744	LSD6819	LSDNR1120	LSDNR1650	LSDNR3086	LSDNR9298	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6721	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	NR9765	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD0346	SD1494	SD2051	SD2056	SD5038	SD5118	SD5934	SD6336	SD6494	SD7357	
Deletion Peak 46	22q13.33	chr22:46225991-51304566(probes 207280:207540)    	chr22:49093650-50177761(probes 207466:207467)    	chr22:49103574-50187441(probes 207467:207468)    	0.24961	    0.24961		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	
Amplification Peak  1 - CN values	1p36.33 	chr1:1-47273779(probes 1:3830)                    	chr1:1444968-1480474(probes 88:91)                	chr1:1444968-1920389(probes 88:142)               	0.17356	    0.17356		Actual Copy Change Given	1.245	-0.078377	0.044078	0.4341	0.43116	0.028431	-0.66968	0.20098	0.0060429	-0.088181	-0.46506	-0.31989	0.030059	0.033389	-0.013398	0	0.10899	0.037086	-0.017767	5.4146e-06	0.015723	-0.061583	-0.016875	-0.21099	0.40867	0.4851	-0.18781	0.085145	0.82594	-0.73216	0.0084906	-0.048429	-0.48759	-0.1078	-0.016502	0.24134	-0.13633	-0.51604	-0.11531	-0.13828	0.012554	-0.064545	0.28016	0.70168	0.98674	-0.00046795	0.2159	-0.012109	-0.87406	0.36496	0.026683	0.41364	0.10831	-0.019384	-0.32261	-0.32251	0.5473	-0.047067	0	-0.33148	-0.38377	-0.73663	0.046386	-0.38359	0.31425	-0.77641	0	-0.062125	-0.28495	0.2502	0	0.042517	-0.48662	-0.091025	0	0.13512	0.0099258	0.88308	0.059931	-0.005319	-0.14033	-0.39082	-0.2264	-0.23058	0.11708	-0.65216	-1.0665	0.47752	0.92974	0.0055578	0.26134	0.68187	0.34457	0.010275	0.075792	-0.034594	0.19984	-0.062952	0.0074282	-0.010674	-0.2739	-0.22513	0.13946	0.16443	-0.057932	0.093387	-0.06107	0.043275	0.091573	-0.72447	-0.17219	0.0018827	-0.31537	0.29353	0.13228	0.05938	0.1798	1.012	-0.57849	-0.44536	0.4219	0.1169	0.54289	0.039565	0.011873	-0.17045	-0.21053	-0.051969	-0.11885	0.10707	-0.023347	0.90836	-0.088006	0.080531	-0.36791	0.024696	-0.035486	0.85551	-0.05085	0.53396	-0.58829	0.022348	-0.020199	-0.27397	-0.60715	0.016249	0.17453	0	-0.11868	0.28411	-0.077072	0.0037115	-0.00083942	1.061	-0.006305	0.24563	-0.012814	-0.5478	0.58267	-0.061494	-0.26317	-0.028536	0	1.3162	-0.45643	0.019893	0.27415	0.13369	0.51233	0.12833	-0.0034219	-0.022548	0.028145	0.41282	0.042355	0.0015951	-0.032341	-0.40749	0.24568	-0.026519	-0.28563	-0.31777	-0.042189	-0.0052058	-0.0098741	-0.006441	-0.0034438	0.00099903	0.020464	0.046238	-0.015472	-0.68534	0.00046586	-0.13133	-0.15075	-0.11458	-0.30768	0.26566	-0.15022	-0.50242	-0.082081	-0.022079	0	0.055327	0.0082296	0.29379	-0.013984	-0.36998	0.31595	-0.026487	-0.09253	
Amplification Peak  2 - CN values	1q21.2  	chr1:149755861-149871854(probes 10109:10123)  	chr1:149858521-149871743(probes 10121:10122)  	chr1:142713168-163325674(probes 9650:11465)   	5.4565e-10	 1.0501e-09		Actual Copy Change Given	-0.33982	0.7	0.49143	0.29777	0.43116	-0.39905	0.32466	0.019106	0.90494	-0.0062478	0.92362	0.71237	0.23488	0.028358	0.11628	1.1302	0.10899	2.2281	-0.14585	5.4146e-06	0.015723	-0.037985	0.74405	0.23147	2.3317	0.51592	0.078763	1.5706	-0.017075	0.012294	0.36376	-0.048429	1.4559	0.6882	0.083782	0.24134	-0.069764	1.1929	0.43845	1.0333	0.012554	-0.051121	0.69592	0.11234	1.7751	0.13151	-0.024597	0.13444	0.076732	0.3055	0.0094414	0.91469	0.8555	1.4416	0.349	0.32589	0.77461	0.26764	0	0.72737	0.0027709	0.59606	0.046386	0.53917	0.44059	0.95645	0	-0.098365	1.176	1.9709	0.47469	0.89099	-0.21509	1.9456	1.4899	0.039555	0.0099258	0.61591	0.19211	-0.005319	1.4272	0.02912	2.729	1.6416	0.39009	1.6449	3.6569	3.6569	2.506	-0.040651	-0.0012709	2.1943	0.34457	1.1891	0.37329	0.38342	0.14539	0.076414	0.33143	0.010754	0.31188	0.0014934	-0.021882	0.016369	-0.061866	0.152	-0.26687	0.043275	0.099109	0.7613	-0.010804	0.0018827	0.96764	0.60234	0.75186	0.8139	-0.038875	0.90782	0.36164	0.18032	-0.31716	-0.16679	-0.0040545	1.3143	0.11746	-0.22145	2.6424	0.016286	2.8412	-0.0060538	0.24162	0.7681	0.88666	0.080531	-0.21897	0.024696	0.26951	0.10702	0.40101	0.027013	0.34669	-0.47117	-0.020199	1.1919	-0.31725	0.016249	0.70012	0	0.037675	0.28411	0.31818	0.0037115	-0.00083942	-0.11575	-0.006305	-0.073766	0.44202	0.79896	1.1625	0.65609	0.0056952	-0.028536	0	0.53139	0.60226	0.019893	-0.12039	0.24548	-0.0734	0.1449	0.00099556	-0.0024912	0.38912	-0.50816	0.042355	0.41286	-0.032341	0.32194	0.92686	1.7938	0.91529	0.45266	0.090233	-0.0052058	-0.0098741	-0.006441	-0.0034438	0.00099903	0.020464	-0.21774	0.72977	0.10508	3.6569	0.58724	0.12611	0.040284	1.349	0.37296	-0.27347	0.09467	0.84262	0.93324	0	0.024803	-0.014226	0.08565	-0.013984	0.37946	0.32486	-0.62786	0.64162	
Amplification Peak  3 - CN values	1q44    	chr1:239206203-249250621(probes 17703:18455)  	chr1:247420287-247654492(probes 18255:18272)  	chr1:236767485-249250621(probes 17494:18455)  	0.00161	  0.0085265		Actual Copy Change Given	-0.33982	0.7	0.92223	0.29777	0.43116	0.012272	0.57944	0.019106	0.90494	-0.0062478	0.92362	0.71237	0.35829	0.028358	0.37949	0.83437	0.10899	1.0467	0.28664	0.019056	0.015723	-0.037985	0.74405	0.23147	1.4778	0.51592	0.078763	1.5706	-0.017075	0.012294	0.40989	-0.048429	1.4559	0.6882	0.035904	0.24134	0.016093	0.98042	-0.67925	0.064117	0.012554	-0.051121	0.55058	0.48229	-1.1958	0.13151	-0.024597	0.13444	0.076732	0.12553	0.0094414	0.68565	0.8555	0.874	0.349	0.32589	0.77461	0.26764	0	0.8726	-0.24671	1.1952	0.025489	0.5427	0.18903	0.30813	0	-0.098365	0.23622	-1.2929	0.47469	-0.0094982	0.043757	1.9456	0.061166	0.039555	0.0099258	1.1509	-0.62976	0.073814	-0.56007	0.02912	2.729	-0.41437	0.17855	-0.38097	-0.0059227	-1.0332	-0.07388	-0.027049	-0.0012709	-0.91477	0.32817	0.05822	0.37329	0.67242	0	-0.063277	0.33143	0.010754	0.31188	0.0014934	0.12037	0.016369	0.3178	1.1679	0.91995	0.0047667	0.099109	0.7613	0	0.0018827	1.7714	1.0021	0.75186	-0.024296	-0.038875	0.90782	0.36164	1.4341	2.4796	0.0599	-0.0040545	1.5861	-0.018474	1.2898	2.266	-0.082492	0.21211	-0.0060538	0.019823	0.7681	0.88308	0.080531	-0.0119	0.024696	0.66317	-0.28089	0.40101	-0.11857	0.30505	0.62127	-0.02967	0.692	0.55235	0.016249	-0.37135	0	0.037675	0.90796	0.31818	0.0037115	-0.00083942	-0.11575	0.50209	-0.073766	0.44202	0.79896	1.1625	0.64775	0.0056952	-0.028536	0.34864	2.1083	0.60226	0.019893	-0.12039	-0.0080328	-0.0734	0.1449	0.00099556	-0.0024912	0.17334	0.0033419	0.042355	0.41286	-0.032341	0.32194	0.93015	0.8801	0.91529	0.50338	0.090233	-0.0052058	-0.0098741	-0.006441	-0.0034438	0.00099903	0.020464	-0.21774	0.72977	0.94355	-0.10143	0.58724	0.12611	0.040284	1.349	0.47413	-0.27347	0.09467	0.84262	0.93324	0	0.024803	-0.014226	-0.43566	-0.013984	0.37946	0.32486	-0.62786	0.64162	
Amplification Peak  4 - CN values	3p13    	chr3:68456782-74354072(probes 42543:42894)      	chr3:69360505-71015161(probes 42617:42620)      	chr3:68466564-74373559(probes 42544:42896)      	0.0067473	  0.0067473		Actual Copy Change Given	0.14944	0.39247	3.6569	0.013983	0.015269	0.03993	0.43921	0.15713	0.023217	0.77454	0.5842	-0.32391	0.20066	0.025039	0.030297	0.0018795	-0.34635	-0.45345	0.15167	0.0046499	0.0066996	0.55617	0.56318	0.002045	0	-0.48846	0.24643	0.3778	-0.70299	0.3921	0.022326	0.060119	0.50106	-0.0090224	0.011679	0.48731	0	-0.083074	0.088928	0.26166	-0.0059486	0.046392	0.49894	0.21157	0.28413	0.086515	-0.021813	-0.0019767	-0.73488	0.3703	1.3714	0.52802	-0.038458	-0.037097	-0.073991	0.00050879	-0.0055518	-0.053108	0.0041403	0.37594	0.028453	-0.65416	0.037776	0.19664	0.32155	0.081609	-0.0019463	0.10324	1.6465	1.5432	-0.0048678	1.4917	-0.0029512	0.0022314	0.53798	0.0080696	-0.55721	0.099874	0.45331	0.04957	0	0.027312	-0.0066674	0.3658	0.55674	0.14591	0	0	0.38775	0	0.21806	0.08349	0.23278	0.078802	0	0.23152	-0.3001	0	1.8525	-0.06849	0.021854	-0.020492	0	0.19855	0.018478	0.0062091	-0.042548	-0.42693	0.16131	0	0.17021	-0.0096077	-0.82013	-0.059395	-0.003946	0	-0.80394	-0.024591	0.34717	0	0.24659	0.47641	-0.013221	-0.052367	-0.25889	-0.0078784	-0.17503	-0.11738	0.37628	-0.0037072	0.16004	1.9123	-0.025934	0	0.37726	0.043977	-0.047663	-0.26288	0.43022	-0.10225	-0.45248	-0.026033	-0.73169	0.31831	0.032563	0	1.2912	0.26061	0.030672	0.23852	0.39108	-0.01698	0.011852	0.21422	0.0057757	0.214	0	-7.6803e-05	0	-0.059566	-3.2716e-06	0.026094	0.0036456	-0.097622	-0.0020198	-0.028769	0.52269	-0.57226	-0.048667	-0.52989	0.00049872	0	0.042884	0.51317	0	0.02117	-0.021099	-0.028283	-0.026818	0	0.090881	0.51771	0.00104	0.018259	0	0.0035719	0.0035236	0.00063816	0.0035417	0.02014	0.78684	0.015651	0.0023976	0.0084399	0.026601	0.068905	0	-0.025343	0.017925	-0.47936	-0.061379	-0.0073626	1.1259	-0.60498	0.4271	0.39942	0.28761	-0.0029015	0.42048	3.2205	0.5498	
Amplification Peak  5 - CN values	5p15.33 	chr5:1-1321872(probes 65943:66044)                 	chr5:1219159-1282754(probes 66033:66040)          	chr5:1-1335431(probes 65943:66046)                 	0.0062121	  0.0062121		Actual Copy Change Given	0.1362	-0.013553	0.080261	0.0092372	-0.00086595	0.084617	0.24385	0.17282	-0.014657	-0.07014	-0.4666	0.011905	0.012651	0.018533	-0.21988	0.63715	0.048504	0.56923	-0.13432	0.009859	0	-0.045473	0.025946	-0.0028477	0.012538	0.47943	0.45652	0.48868	-0.71176	-0.71263	0.55732	0.059994	-0.024815	0	-0.028098	3.6569	0.11689	-0.14609	-0.30532	-0.66754	0.037984	0.30071	0.42511	-0.022461	-1.0188	0	-0.056701	-0.011059	0	0.0069455	-0.22354	0.26391	-0.02113	0	-0.27034	-0.63242	0.91231	0.31789	0.011571	-0.71372	0.77121	0.38676	-0.44123	-0.29476	-0.31309	0.10124	-0.012205	0.20516	-0.13617	0.098857	0.66629	-0.039219	-0.28263	-0.014694	0.84308	-0.11212	-0.50833	0.53735	-0.61404	0	-1.1762	0.056398	-0.51855	0.62265	0.89423	-0.10174	-0.20591	-0.65955	-0.84219	-0.67764	0	-0.68861	-0.099517	0.036717	0.53591	-0.016739	0.13548	3.6569	0.0043632	0.16311	0.29227	-0.018962	-0.0017585	-0.3329	0	0.018779	0.40653	-0.53703	-0.030583	-0.020181	0.30133	-0.0082218	-0.79305	0.46901	-0.081002	-0.29206	-0.79509	-0.023509	0.47503	0.31561	-0.022657	3.6569	0.37528	-0.014883	0.37588	-0.24068	2.109	-0.090089	-0.40426	-0.011101	-0.34852	-0.32576	-0.00023881	0.0010935	0.0016161	-0.032375	0.029548	-0.63971	3.2601	-0.16034	0.00013387	0.50154	0.0051101	-0.091452	-0.5459	0.007083	0.38542	-0.24423	-0.040733	0.28447	-0.070111	-0.0091796	-0.0096188	-0.29228	0.0049418	0	0.069113	0.070501	-0.002495	0.083695	0.029658	-0.0074903	-0.081677	0.081842	-0.46349	0.011929	0.46552	0.0089674	0.1816	0.25125	-0.0047052	-0.010035	0.22389	0.5258	-0.014825	-0.050187	0.013822	0.0094147	0.066782	0.017985	-0.28565	-0.75733	-0.075669	0.022724	-0.043705	0.01009	0.0083482	-0.0044792	-0.051006	-0.69403	-0.014086	-0.016819	-0.044086	0.43241	-0.00076683	0.033203	-0.27747	0.80048	0.22388	0.70322	0.025825	0.0026574	-0.61362	-0.027776	-0.1828	-0.42713	-0.022401	0.010579	1.0448	1.8938	0.99432	
Amplification Peak  6 - CN values	5q31.3  	chr5:140073724-140856543(probes 75343:75434)  	chr5:140810258-140811029(probes 75429:75429)  	chr5:140083471-140864970(probes 75344:75436)  	0.010478	   0.010478		Actual Copy Change Given	0.1362	-0.013553	0.080261	-0.48369	-0.00086595	-0.33866	0.4576	-0.16674	-0.014657	-0.0081239	-0.4666	0.011905	-0.17235	0.018533	0.02472	0.014618	-0.13112	0.78755	0.050257	0.009859	0	-0.045473	0.025946	-0.0028477	0.012538	-0.53278	-0.13656	-0.17499	-0.69701	-0.71263	0.0053082	0.059994	-0.024815	0	-0.012589	-0.22934	0.11689	-0.18971	-0.86067	-0.66754	0.037984	-0.18885	1.1741	-0.28524	-1.2929	0	-0.0071677	-0.1285	-0.6465	0.31881	-0.21418	-0.83736	-0.85324	0.59214	-0.27034	-0.64484	-0.85966	0.0077706	0.011571	-0.26896	0.0395	0.66766	-0.47411	0.60469	-0.52723	0.10124	-0.012205	0.20516	-0.80583	0.33663	-0.51007	-0.5675	0.030082	-0.014694	-0.6697	-0.56542	0.64767	-0.63305	-0.072819	-1.2178	-0.087116	0.056398	-0.80204	-1.0534	-0.6635	-0.22302	-0.77666	-0.84	-1.2893	-0.67764	0	-1.2929	-0.099517	0.036717	-0.3198	0.40645	-0.16369	-0.12094	0.0043632	-0.54062	0.35651	-0.56685	-0.0017585	-0.32528	-0.31304	0.18373	1.5327	-0.53703	-0.0049042	0.41837	0.30133	-0.0082218	-0.25211	0.76966	-0.85461	-0.075011	-0.79509	-0.023509	0.0078671	2.4812	1.438	-0.72224	-0.38597	-0.014883	-0.086888	-0.01713	0.91926	-0.090089	-0.10915	-0.011101	0.012817	-0.32576	-0.00023881	0.0010935	0.0016161	-0.032375	2.9563	-0.27735	0.92819	-0.64009	0.52899	1.3556	0.63758	1.5121	0.074654	0.007083	-1.0511	-0.24423	-0.040733	0.0073243	-0.37392	-0.0091796	-0.41596	-0.29228	0.0049418	0	-0.26112	0.019308	-0.002495	0.083695	0.029658	-0.0074903	-0.081677	-0.30833	-0.46349	0.011929	0.5008	-0.58282	-0.13846	0.25125	-0.0047052	-0.2525	-0.13569	0.5258	-0.014825	-0.68637	0.42335	-0.3667	-0.038613	0.017985	-0.28565	-0.68764	-0.075669	0.022724	-0.043705	0.01009	0.0083482	-0.0015591	-0.051006	-0.69403	-0.014086	-0.016819	-0.0087363	-0.43985	-0.7674	0.033203	-0.27747	-0.027011	0.22388	-0.47765	0.025825	0.0026574	-0.61362	0.011115	-0.1828	-0.42713	-0.022401	0.010579	0.18431	0.6163	0	
Amplification Peak  7 - CN values	6p22.1  	chr6:27424603-27889222(probes 80960:80971)      	chr6:27425019-27879299(probes 80961:80970)      	chr6:27425019-27909067(probes 80961:80973)      	1.7726e-10	 1.7726e-10		Actual Copy Change Given	0.16917	-0.34332	0.56065	-0.46794	0.46245	0	0.32488	0.022786	0.016181	0	-0.0074309	0.0059641	0.20088	-0.01511	0.22805	0.396	0.71936	0.62737	0.036237	-0.0007343	0.0028	0.81459	-0.77447	0.2027	0.011069	0.48355	0.11907	0.56799	0.31424	0.0047235	1.0509	-0.1097	1.0478	2.1055	1.3023	-0.15301	-0.13632	0.54051	0.2565	-0.19474	-0.079298	1.0584	0.66097	-0.83408	3.6569	0.21253	-0.050103	0.00013904	1.9268	0.81961	0.012775	0.84008	-0.088294	-0.05779	0.67757	0.0012219	-0.030396	-0.063296	0.89433	1.2694	0.052118	0.65342	1.6522	0.82665	-0.27507	0.086781	-0.019185	0.070952	3.6569	-0.35774	0.4317	0.020688	-0.0070435	0.012099	1.4752	0.011614	-0.0082447	0.097856	0.84788	3.6569	3.6569	0.012096	3.5646	0.73429	0.18209	0.23353	3.6569	2.3846	3.0529	-0.054134	3.0605	3.6569	0.39833	0.075989	0.75437	0.041451	0.23773	0.92532	0.68943	0.43889	0.30898	0.39368	0.80777	0.82676	0.24134	0.35822	-0.1333	0.14701	0.13787	0.7438	1.0303	-0.04968	1.1105	1.617	0.78407	0.015869	0	-0.088697	0.29226	2.3851	0.45311	0.59433	-0.08068	0.36582	-0.50936	0.46492	0.66617	-0.0322	3.5946	0.71096	0.686	0.26812	-0.022396	0.033449	-0.34711	-0.0031279	0.48385	0.21313	-0.96647	0.34325	0.067858	-0.011754	0.029619	1.3003	0.25165	0.0027732	0.12144	-0.24361	0.099999	0	0.67341	-0.056722	0.0052015	-0.29786	-0.042102	0.18306	0.1969	0.012328	1.8808	0.47744	0.014183	0.028207	0.20206	0.0015784	0.87288	0.20013	1.1301	0	0.2954	1.0953	1.2	0.37918	-0.22786	0.48659	0.078569	-0.0060999	0.01708	0.71037	0.097107	0.91479	0.7022	0.11478	0.011019	0.029119	-0.0093598	-0.00088157	0.0066359	0.011554	0.018233	0.0062402	1.1696	0.0049289	1.7769	0.65581	3.6569	0.62693	0.67386	0.49002	-0.025116	0.09006	0.91198	1.8668	0.24974	0.65785	0.42515	0	1.4338	0.35443	-0.047049	0.29148	1.0899	
Amplification Peak  8 - CN values	7p21.3  	chr7:1-11023837(probes 91084:91766)               	chr7:6940099-7612119(probes 91675:91724)          	chr7:4490854-10979772(probes 91471:91764)        	0.010142	   0.010142		Actual Copy Change Given	0.093758	1.4599	0.10259	0.39713	0.48213	-0.40805	1.2873	0.17566	0.44925	0.46168	0.96446	0.7143	0.030404	2.6796	0.016782	0.34251	0.70955	0.030367	0.31541	-0.0092557	0.017643	1.2027	0.74479	0.42669	0.72581	0.49889	0.19604	0.55581	0.041975	0.010117	-0.01257	0.0093221	1.062	-0.60683	0.022861	1.7997	0.41825	0.30208	0.0011382	-0.19525	0.013375	1.139	0.04614	1.1479	2.4735	0.0081555	1.6029	0.012881	-0.016695	0.68935	0.44482	0.57296	0.061167	3.6569	-0.00068562	0	0.036183	0.63123	-0.01369	0	1.2554	1.2619	0.56336	0.077758	0.28621	0	0.040952	-0.087015	0.061853	0.39985	-0.002305	0.75374	0.6539	-0.011195	2.0174	0	0.59081	1.9011	0.65312	-0.031781	-0.030446	-0.028929	1.4401	1.2137	0.019193	3.6569	0.28308	1.8126	1.8	0.6778	0.4947	0.06712	0.89177	-0.010952	0.40683	0.64571	0.80593	0.0076843	0.32445	0.56833	0.039835	-0.0088969	1.0177	0.055118	0.11322	1.5462	0.23147	0.51481	-0.15916	0.028746	0.31157	-0.0057288	0.076556	0.44692	0	0.49021	0.87272	-0.0010924	0.40484	0.093861	2.1015	0.52264	0.0158	1.9788	0.32645	0.42024	0.15984	1.5496	0.27449	0.7582	-0.15009	0.82847	1.5835	-0.7501	-0.0047879	0.04865	2.4224	0.95505	0.93508	0.33969	-0.042837	0.085546	0.032758	-0.34839	0.60989	0.0042104	0.056647	1.4944	0	0.23785	0.31034	0.0066082	0.40488	1.9129	0.47552	0.22066	-0.038622	0.085332	0.66671	0.31361	-0.004749	0.023598	0.0054404	0.03875	0.71983	-0.0024945	-1.0485	0.47786	0.063579	0.015506	0.60017	0.27745	1.123	-0.004923	-0.0043947	0.012616	0.84355	0.3459	0	1.5238	0.45545	0.098575	0.021408	-0.00037536	0.040858	0.018984	0.0093115	0	0.014581	0.022469	1.1914	0.0023248	0.16927	0.0090036	0.12334	0.0022042	0.19009	0.40357	0.31929	0.66014	0.037969	-0.0039276	0.56412	0.02428	0.036484	-0.37408	0.89856	0.015062	0.81689	-0.59408	0.72635	
Amplification Peak  9 - CN values	7q34    	chr7:128399868-141907556(probes 101226:102390)	chr7:139044632-140244450(probes 102102:102218)	chr7:128409581-141926623(probes 101227:102392)	0.0015093	  0.0015093		Actual Copy Change Given	0.093758	-0.0096425	0.85158	2.2787	0.48213	-0.027561	1.3329	-0.07318	0.44925	0.46168	0.96446	0.034035	0.21581	0.94668	0.53378	1.0382	0.70955	0.16005	0.08979	-0.0092557	0.017643	0.86016	1.0495	0.20815	0.63111	0.49889	0.19604	-0.014017	3.6569	0.010117	-0.01257	0.12623	1.0714	-0.60683	1.2687	0.20611	0.5174	0.25418	0.037317	-0.19525	0.33724	0.58472	-0.067591	1.1962	0.68431	0.0081555	3.6569	0.012881	-0.016695	0.68935	0.44482	-0.56719	0.061167	0.8859	-0.00068562	0	0.014115	0.63123	-0.01369	0	-0.061805	1.6765	0.56336	2.0027	0.28621	-0.047101	0.040952	-0.087015	0.50985	0.5341	-0.002305	1.4673	0.6539	-0.011195	0.59681	0	0.53445	2.0585	0.65312	-0.031781	0.71614	0.40898	0.83691	1.0339	-0.031143	0.21124	0.28308	0.73283	1.6442	2.0309	0.4947	-0.008508	0.89177	-0.010952	0.40683	0.3304	0.13015	0.0076843	0.59209	0.56833	0.38966	0.88425	1.0177	-0.29108	0.37389	1.5462	0.23147	0.51481	0.21256	0.028746	0.31157	-0.0057288	0.30788	0.51364	0	0.62292	-0.030369	-0.0010924	0.71207	0.13009	0.62042	0.52264	1.2397	0.92825	0.76907	0.026736	0.15984	1.4522	0.27449	0.74696	-0.16232	0.8663	1.3706	0.66964	-0.0027567	0.04865	0.11992	0.97429	0.039864	0.33969	-0.042837	0.11016	1.4859	0.97663	1.1412	-0.0059065	0.83116	1.4944	0	0.23785	0.31034	0.0066082	-0.041694	1.9129	0.47552	0.22066	-0.038622	-0.5274	0.66671	0.31361	-0.004749	0.023598	-0.0094494	0.03875	0.71983	-0.0024945	0.24017	0.47786	0.32005	0.015506	0.60017	0.67983	-0.20684	-0.004923	-0.0043947	0.012616	0.43154	0.3459	0	1.5238	1.2381	0.098575	0.021408	-0.00037536	0.040858	0.018984	0.0093115	0	0.014581	1.5467	-0.022885	0.0023248	0.16927	0.0090036	0.12334	0.066132	0.19009	0.40043	-0.013266	0.66014	0.037969	-0.0039276	1.7445	0.02428	0.0035689	0.045702	0.89856	0	0.42433	2.5093	0.72635	
