Sample	Chromosome	Start_position	End_position	Num_markers	Seg.CN
X1580	12	67100	11310500	2398	-1.42881288766427
X1580	12	11353200	11393500	11	-4.05716378530049
X1580	12	11393900	55027100	4952	-1.43729185852306
X1580	12	55027400	57968000	1484	-0.601274538490097
X1580	12	58803400	62104700	58	-1.40071549956622
X1580	12	62234400	65463400	322	-0.55896290661664
X1580	12	65488000	66302800	52	-1.47474288648041
X1580	12	66305000	103951700	2640	-1.3674960271194
X1580	12	103953185	123790157	3632	-1.46012832844182
X1580	12	123794100	124012700	101	-0.828411601887965
X1580	12	124311700	127319900	230	-1.51912157464478
X1580	12	127344274	129903400	84	-0.537886462381182
X1580	12	130036864	133234400	633	-1.40785693116163
X1580	13	19026400	45252900	2155	-1.4161918524388
X1580	13	45267500	50012000	458	-0.562759451052679
X1580	13	50012300	114325313	2672	-1.38145565106991
X1580	14	19096600	21116500	448	-0.672006491499184
X1580	14	21155000	29927300	1611	-1.45436075116767
X1580	14	29927400	31025900	82	-0.933886589120216
X1580	14	31026100	31850100	127	-1.41382420906057
X1580	14	31859200	34758800	129	-0.866776305863937
X1580	14	34761800	37842400	266	-0.446954411383073
X1580	14	37899000	47674500	304	-0.919054057663674
X1580	14	47760900	50182400	164	-0.585162999687972
X1580	14	50188600	53991200	449	-0.918361997502517
X1580	14	54396900	80982900	3218	-1.44573493416117
X1580	14	81001600	81917800	73	-0.894250421441098
X1580	14	82692700	101731357	1758	-1.41151555321721
X1580	14	101731850	103475100	436	-0.948660242449198
X1580	14	103480476	106680546	1005	-1.4031275133689
X1580	14	106680786	106747200	12	-3.14707364485874
X1580	14	106750400	106875057	32	-1.24713229280946
X1580	15	20003800	54622400	4900	-1.44955528088317
X1580	15	54627000	57063800	209	-0.902005885544843
X1580	15	57072800	64300500	853	-1.42605694419867
X1580	15	64366100	68431900	770	-0.603867464395808
X1580	15	68645300	78790800	1810	-1.48097760618087
X1580	15	78791100	101977700	2514	-0.941491580009589
X1580	16	60700	15366700	3301	-0.923779560516347
X1580	16	15370145	20311400	617	-0.60859652773384
X1580	16	20314500	46662600	3093	-1.00211981782189
X1580	16	46663100	48719000	291	-0.281692958983085
X1580	16	49159600	51143500	237	-2.14981553325458
X1580	16	51646100	52656300	30	-1.0483555825975
X1580	16	52751326	58599254	1259	-2.21698714189656
X1580	16	58667412	59738100	34	-1.06311144549928
X1580	16	59739900	73487400	2195	-2.21517799334862
X1580	16	73940697	74885589	157	-0.98563100216476
X1580	16	74886255	76635700	252	-2.2243667039757
X1580	16	76868953	77248028	28	-1.02566253798561
X1580	16	77284049	86532574	866	-2.21776509137991
X1580	16	86541268	87302990	28	-1.33515380323984
X1580	16	87306009	87711150	95	-2.23165416170831
X1580	16	87711500	89052700	366	-0.962324957879465
X1580	16	89100730	90222600	512	-2.13959818259274
X1580	17	137500	4264100	1107	-1.43180407369837
X1580	17	4283000	7891200	1541	-0.653837151074543
X1580	17	7893400	28535189	3149	-1.48376734605937
X1580	17	28537200	29166952	450	-1.00879793905376
X1580	17	29245512	45490900	4662	-1.47867242031006
X1580	17	45508380	45549700	13	-4.28575521696889
X1580	17	45586000	46267697	114	-1.45113121166677
X1580	17	46268700	48577068	472	-0.962420149977303
X1580	17	48578002	81194195	6104	-1.46812831407049
X1580	18	47600	15006300	1297	-1.39496134918803
X1580	18	15254400	28652215	630	-0.952750531656434
X1580	18	28652400	33223149	298	-0.267048115698824
X1580	18	33224900	37657300	367	-0.990739335144949
X1580	18	39622100	53339969	785	-1.40341014223761
X1580	18	53386100	62148200	517	-0.936111965869641
X1580	18	62154720	77268877	725	-0.58108635074648
X1580	19	107600	11131457	4629	-1.50415886976007
X1580	19	11147300	11617442	287	-1.04314106926443
X1580	19	11617700	14607100	1182	-1.48994234818722
X1580	19	14609200	15697174	473	-0.993698715002107
X1580	19	15727892	16736500	298	-1.48001593364734
X1580	19	16736800	19344019	1337	-0.987381606723807
X1580	19	19344100	24107223	856	-1.49692806210229
X1580	19	24126278	24163400	11	-1.3175478684893
X1580	19	27963341	30443478	73	0.193541005234873
X1580	19	30444000	31640123	37	-0.257369634654333
X1580	19	32352746	34779500	482	-0.612297793871861
X1580	19	34929937	36719627	876	-0.134163753859241
X1580	19	36719900	37566349	201	-0.652605660715302
X1580	19	37584105	44661394	3039	-1.51079822434354
X1580	19	44661755	50622800	2895	-1.58170825225266
X1580	19	50625258	50649868	15	-0.671763644985001
X1580	19	50656245	51023300	194	-1.62615782582348
X1580	19	51024100	53768500	1043	-1.41305627879264
X1580	19	53775524	55707600	1197	-1.55511851172623
X1580	19	55711388	58599311	1069	-1.40500004060853
X1580	20	87700	1566300	250	-0.15640732099862
X1580	20	1570800	10055753	1007	-0.599801716677001
X1580	20	10275700	13009396	96	-0.0680017291914794
X1580	20	13049100	30398100	1066	-0.609661308016121
X1580	20	30399310	33071958	571	-0.37029132666153
X1580	20	33072300	48748000	2818	-0.630426335896062
X1580	20	48827599	51398700	387	-0.283823457468699
X1580	20	51432246	62964416	1207	-0.62921346627657
X1580	21	9549000	10614000	48	-1.81802837618725
X1580	21	10716837	33962264	1091	-0.978735518658986
X1580	21	34073700	35050100	58	-0.597620591784747
X1580	21	35720700	46681100	1977	-1.43325962933498
X1580	22	16136900	17619200	210	-1.02905118673067
X1580	22	17628665	18370209	145	-0.647997090969034
X1580	22	18370430	43075380	5816	-0.992538214289199
X1580	22	43123900	43683848	133	-0.694290955822783
X1580	22	43711591	50798936	1334	-0.925314088696655
X1582	1	13200	847700	23	-1.06440335535927
X1582	1	856800	11079700	2301	-0.694426141017628
X1582	1	11080300	20483600	2248	-0.810704870078484
X1582	1	20485300	36137000	3441	-1.6425014099563
X1582	1	36137300	41484200	1063	-0.787838294903869
X1582	1	41484500	156920900	11891	-0.939451046371554
X1582	1	156923900	196685378	4623	-1.00158389430562
X1582	1	196689402	208217753	2428	-0.951992833405466
X1582	1	208218028	223731000	1270	-1.77677352411027
X1582	1	223744083	248180800	2978	-0.968921687680168
X1582	1	248181075	248858600	128	-1.76138228363696
X1582	2	14300	33840700	3477	-0.452676355897916
X1582	2	35471500	44024400	813	-1.7509504441377
X1582	2	44166900	58252200	957	-0.479775177299967
X1582	2	58460900	151033900	7728	-1.00601882902659
X1582	2	151043600	175979916	2527	-0.645380769480277
X1582	2	175992300	176632900	85	-0.190618450752984
X1582	2	177177956	196726100	1989	-0.633981776329195
X1582	2	196729200	208339595	1492	-0.467789352585743
X1582	2	208340000	210678100	319	-0.613853396484273
X1582	2	211383948	222941600	1679	-0.979050409715724
X1582	2	223052200	241253600	2726	-1.77248176325175
X1582	3	197800	9081400	448	-0.568132948598559
X1582	3	9104800	36903200	2442	-0.12928860600235
X1582	3	36976200	43561400	1143	-0.501556516611689
X1582	3	43565700	50934000	2438	-0.925376279317934
X1582	3	51064700	59049700	1758	-1.73272380453932
X1582	3	59752400	115676100	2677	-0.952716164913683
X1582	3	115676474	122860278	756	-1.79016297917315
X1582	3	122872383	167653500	4354	-1.08336262409199
X1582	3	167684300	167825300	18	-1.00541656878571
X1582	3	168010100	168824900	31	-0.559923394786689
X1582	3	168829300	170085200	130	-0.0651086727907481
X1582	3	170097400	197960581	2903	-0.445725479446235
X1582	4	53200	39737500	3134	-1.66060783084934
X1582	4	39745800	190060300	9149	-1.01939428694184
X1582	5	140400	45695900	2894	-0.983010331270234
X1582	5	49658400	80256000	2270	-1.75706083262052
X1582	5	80289200	80559400	53	-0.96056796295961
X1582	5	80559700	102296282	1042	-1.78281116810358
X1582	5	102373500	171914500	6589	-0.97905875557578
X1582	5	171957700	172255270	52	-0.4727658710071
X1582	5	172283671	180902536	1545	-0.938415414790811
X1582	6	152700	73462100	8801	-0.971898019398017
X1582	6	73466300	73820500	69	-0.41712830344201
X1582	6	73823600	91521600	1189	-0.970986742151052
X1582	6	93092500	159710888	5015	-1.75974422598538
X1582	6	159712686	170640300	992	-1.75770912718096
X1582	7	19700	6796700	1318	-1.65966618964669
X1582	7	6801100	23832900	1003	-1.82210183140548
X1582	7	23904200	89336900	5094	-0.994168767835919
X1582	7	90119700	99354300	1047	-0.484274674963095
X1582	7	99358400	107915500	2011	-0.392786293833038
X1582	7	107916900	129458300	1618	-0.494686862337651
X1582	7	129458598	154588175	3263	-0.126851645583914
X1582	7	154637850	159117420	473	-0.440519046587384
X1582	8	166100	37598400	3045	-1.75892712402744
X1582	8	37696000	47191100	931	-0.929790826226877
X1582	8	47198200	47777800	48	-0.0945975696332614
X1582	8	47778400	52150000	229	-1.04232552747653
X1582	8	52159100	119089747	3712	-0.543995136337178
X1582	8	119091100	123427934	376	-0.182610146339413
X1582	8	123430143	139932488	1004	0.061149183019368
X1582	8	139988900	140541308	44	0.0760630427974331
X1582	8	140544200	144890200	1474	0.24063998308227
X1582	8	144930800	145053963	35	0.140980525671422
X1582	9	12200	16419300	1004	-0.326812321186185
X1582	9	16419600	22447400	443	-0.779221095965198
X1582	9	22447700	37920100	1607	-0.952412937518623
X1582	9	37948800	39632300	92	-0.545233036048635
X1582	9	39808700	107489000	3477	-1.00492512981175
X1582	9	107489284	138220900	6570	-1.33864717900788
X1582	10	84700	133659662	13063	-0.95910517416678
X1582	11	86900	2270000	1036	-1.60868517568349
X1582	11	2299500	24732200	3310	-1.77350570808877
X1582	11	24738300	62152000	3740	-1.0249990625681
X1582	11	62190200	68448700	3005	-0.947751219997043
X1582	11	68449200	68891400	89	-0.44321950584771
X1582	11	68892800	70333100	191	-0.954632171375687
X1582	11	70333400	113113210	4073	-1.03972318213377
X1582	11	113197329	124158930	2070	-0.554780718803671
X1582	11	124185381	125139702	291	0.11187371811087
X1582	11	125258700	134487876	970	-0.562685117582787
X1582	12	67100	27798100	3891	-0.490527755269126
X1582	12	27962000	29768100	119	-1.06205005177144
X1582	12	29783400	32986600	338	-0.32994875150748
X1582	12	33376800	120915000	11189	-0.980718570013463
X1582	12	120978800	133234600	2036	-1.70477227651904
X1582	13	19026100	43970700	2225	-1.06590931428786
X1582	13	43971100	74414700	1149	-1.74334940296258
X1582	13	74414900	97464500	675	-0.987313123563448
X1582	13	97953800	114324995	1558	-0.461938575031263
X1582	14	19096500	100132857	8781	-0.971618687707182
X1582	14	100135900	104942093	1146	-0.849465895730256
X1582	14	104942474	105052200	69	-0.911432480959223
X1582	14	105054109	106875057	588	-0.393150070110368
X1582	15	20003700	37966600	1856	-1.00917165411711
X1582	15	37966900	67373400	5044	-1.75728714735711
X1582	15	67384900	101977800	4714	-0.982642305723005
X1582	16	60500	14309300	3258	-1.65592506548849
X1582	16	14436700	18592600	544	-0.454784208046668
X1582	16	18592800	26136100	1529	-0.113023272595588
X1582	16	27066900	55875251	2940	-0.941205767932529
X1582	16	55944100	90222600	5710	-1.71690202198065
X1582	17	137700	8371600	3102	-1.70062611301458
X1582	17	8380000	21284800	2495	-1.77595048716348
X1582	17	21285200	27312303	93	-1.74539743327084
X1582	17	27419711	28858300	604	-0.484092451683223
X1582	17	28858600	29761263	333	-0.933728144056067
X1582	17	29794000	46067700	4813	-1.7218972741852
X1582	17	46067777	46287100	36	-1.43576653582047
X1582	17	46297500	67886056	3641	-1.71006250864887
X1582	17	67891780	80050070	2716	-1.15247832188612
X1582	17	80058535	80139951	68	-0.335790941615261
X1582	17	80140221	81194254	414	-1.13906560060364
X1582	18	47500	77437000	4930	-1.00335603676055
X1582	19	107400	2576300	1191	-1.55172464983518
X1582	19	2631000	18760188	7021	-0.886482807447183
X1582	19	18765398	19937900	581	-0.369920919013488
X1582	19	19956698	50799502	8573	-0.955328448181601
X1582	19	50802444	58599311	3563	-0.466216483448842
X1582	20	87800	32372300	2918	-0.992911064884722
X1582	20	32428316	41564200	2003	-1.75413518299893
X1582	20	41997600	62964400	2882	-0.988714527716742
X1582	21	9548800	46681100	3365	-0.918956929188721
X1582	22	16136800	21126171	1280	-0.941091731980724
X1582	22	21126900	21923200	125	-0.41030418594691
X1582	22	21923500	27050100	1253	-1.00667068818636
X1582	22	27060300	49824382	4687	-1.73908422186961
X1582	22	49883837	50016600	66	-0.820536150155264
X1582	22	50030500	50799058	548	-1.61116757234902
X1593	1	13300	972100	99	-1.21454204062111
X1593	1	972300	31744500	7290	-1.27276603300064
X1593	1	31744800	73106100	6028	-1.19130239456159
X1593	1	74026900	74182700	13	-0.719243833335462
X1593	1	74182800	108827293	2531	-1.07051571632593
X1593	1	108830500	120578900	2112	-1.18233791002565
X1593	1	120665100	145580900	139	-1.03707638353591
X1593	1	145586300	156969535	3874	-0.961534791340085
X1593	1	156970000	158088319	192	-0.614237942681582
X1593	1	158088545	169732900	2067	-0.952980926514439
X1593	1	169733564	174756900	698	-0.511569677801586
X1593	1	174800300	192576869	1861	-0.902116648037673
X1593	1	192578100	197429500	344	-0.950417130498297
X1593	1	197429701	200605255	198	-1.01136887982096
X1593	1	200605500	248858600	6898	-1.090274803602
X1593	2	14400	21143200	1448	-0.82083825302916
X1593	2	23398800	36886900	2328	-1.06471641448736
X1593	2	36893900	54970200	1590	-0.836894970189982
X1593	2	54973200	64096400	695	-0.655114976408778
X1593	2	64096700	96986300	3415	-0.874739115326753
X1593	2	96988300	98794400	427	-0.549094587435258
X1593	2	98794700	99551800	187	-0.804196001003747
X1593	2	99554200	100591500	101	-1.17100106233486
X1593	2	100660700	102443200	290	-0.835159433929112
X1593	2	102445400	108499500	380	-1.15130235714199
X1593	2	108507689	113595774	715	-0.834356004083159
X1593	2	113596200	119862700	322	-1.17234971530403
X1593	2	119881900	121765300	228	-0.824166845626407
X1593	2	123690212	135872948	1283	-1.24890190286143
X1593	2	135876201	203439307	6522	-1.12560154928657
X1593	2	203439794	217813356	1296	-1.16463917579422
X1593	2	217813700	219641044	1153	-1.28510898728039
X1593	2	219641200	241253500	2914	-1.15946563426324
X1593	3	197700	3845300	140	-0.721693440851179
X1593	3	3845600	11037100	906	-1.04910124894014
X1593	3	11234400	33866700	1855	-0.730486189413301
X1593	3	35215800	89450400	6720	-1.04527248485195
X1593	3	89472400	93877100	10	-0.86509081681862
X1593	3	93879200	109329081	1119	-0.625790858687927
X1593	3	109330600	141260079	4294	-0.788156840812082
X1593	3	141262110	141609388	58	-0.666540888593873
X1593	3	141609800	164341452	1552	-0.844019978784513
X1593	3	164979294	165189018	65	-0.186478414070593
X1593	3	165189500	186052100	2053	0.0327895646584224
X1593	3	186052200	195778700	916	-0.337751742598001
X1593	3	195778891	195788852	33	-1.54475251321393
X1593	3	195789400	197960600	517	-0.294891211662307
X1593	4	53400	507400	97	-1.22841738738804
X1593	4	507600	8868200	1704	-1.41366307181586
X1593	4	8868500	53378100	2201	-1.28867198088903
X1593	4	53379100	159350243	7244	-1.07539135112384
X1593	4	159351000	190060300	1471	-1.36448479248958
X1593	5	140200	2749100	584	-0.954572098517569
X1593	5	2749500	50369600	2706	-0.714193620531059
X1593	5	50371100	52011600	96	0.29367635132214
X1593	5	52079000	95822700	3072	-1.6475793930167
X1593	5	95823900	113593316	879	-0.58863341197749
X1593	5	113593500	118603027	194	-0.915802141270656
X1593	5	118841100	131942600	878	-0.617558087619373
X1593	5	131944600	135951340	702	-0.952786629018364
X1593	5	135952758	140042900	651	-0.68967399300047
X1593	5	140114500	149199073	1622	-1.02067709127479
X1593	5	149200300	167285200	1792	-1.2613516793933
X1593	5	167375100	180902386	2162	-1.52214367962905
X1593	6	106500	26450100	2042	-0.802077062847944
X1593	6	26451000	44362100	5337	-0.895375096624701
X1593	6	44368500	64436300	1417	-0.784895419203353
X1593	6	64439200	123063900	3830	-1.1469585172644
X1593	6	123218500	170640300	4447	-0.965000715143805
X1593	7	19700	57835400	5411	-0.646995394678071
X1593	7	62381000	66152400	404	-0.293149279570244
X1593	7	66231500	67024800	132	-0.725965493324955
X1593	7	67025100	77254500	1085	-1.25187075773719
X1593	7	77256500	97970300	1535	-1.07103080554411
X1593	7	97972200	100888414	1191	-1.24244786741872
X1593	7	100888842	100972346	56	-1.34736239103105
X1593	7	100972786	102749500	480	-1.29003648460965
X1593	7	102751600	123869300	1731	-1.0956634458065
X1593	7	123876100	159117420	4517	-1.21620836960441
X1593	8	166700	92144300	6567	-1.38333882721801
X1593	8	92144500	141441077	3350	-1.14807668631987
X1593	8	141441552	145054200	1341	-1.29259809055118
X1593	9	12100	15594200	958	-1.62193104727572
X1593	9	15623400	23765200	518	-0.211131784636285
X1593	9	24543300	65737200	1851	-0.733232101684708
X1593	9	65737500	86345000	1275	-1.34868559189503
X1593	9	86345900	110162200	2389	-1.39812060881318
X1593	9	110162270	113595128	676	-1.30899855037243
X1593	9	113595500	122132845	899	-1.41468567897306
X1593	9	122133188	138220900	5150	-1.38144562344542
X1593	10	84800	36944400	3080	-1.18995196067737
X1593	10	36944600	132727000	10406	-0.985498231952508
X1593	10	132749302	133659600	401	-1.14268146783232
X1593	11	87000	1094300	664	-1.21483418225994
X1593	11	1095900	1099700	13	-2.22859165490373
X1593	11	1100000	55270900	6134	-1.16329192513713
X1593	11	55279900	56297300	171	-0.53619002475553
X1593	11	56318400	77269000	6310	-0.865916899700019
X1593	11	77269900	110580000	2436	-0.727872610182339
X1593	11	110580384	126681900	3163	-0.856717416301274
X1593	11	126995139	134487900	644	-1.17119455056556
X1593	12	66900	4685400	862	-0.52608941630869
X1593	12	4687000	29556900	3449	-0.678776042417863
X1593	12	29557100	31103700	150	-0.945684093316936
X1593	12	31103800	47702800	1160	-0.770624906045422
X1593	12	47710700	57846200	4317	-0.913841385353365
X1593	12	57846500	103587700	3498	-0.797660728933824
X1593	12	103587776	103652823	20	-1.11531325342621
X1593	12	103654814	103798728	107	-1.21222920718823
X1593	12	103806400	133007500	5272	-0.959706845169965
X1593	12	133010200	133234500	85	-0.762171023593812
X1593	13	19025900	114325200	5966	-1.13252540284012
X1593	14	19025300	22776200	1105	-0.897668332113306
X1593	14	22776400	49852800	2405	-1.07098820602797
X1593	14	49893700	51952100	354	-0.714861815738673
X1593	14	51966700	66496400	1621	-1.14844963465961
X1593	14	66505200	104085842	4818	-1.00449892041543
X1593	14	104092700	106875046	940	-1.10403884777077
X1593	15	20008500	62044300	6028	-1.09575585972442
X1593	15	62060300	101805700	6063	-1.19218248855588
X1593	15	101805880	101966162	22	-0.981656606751041
X1593	16	60500	88800	23	-1.03803821804284
X1593	16	89000	20239123	4192	-1.17263998961275
X1593	16	20311300	20594006	134	-1.75564364227514
X1593	16	20595825	30986200	2510	-1.19560691900909
X1593	16	30986400	65363379	2759	-0.99815579071745
X1593	16	65363457	90171500	4734	-1.45209302290107
X1593	17	137700	22049600	5966	-1.26321775229659
X1593	17	22061965	32605200	1670	-1.08723374981096
X1593	17	32638700	41610700	2389	-1.42151151688557
X1593	17	41611054	51195500	3481	-1.05485074815147
X1593	17	51201800	70175500	2925	-0.857448838501856
X1593	17	70175800	75764154	1080	-1.08337244474012
X1593	17	75764400	81122000	1728	-0.891535001748413
X1593	17	81122500	81194287	40	-1.01450933526718
X1593	18	47400	68839000	4810	-0.844336314134454
X1593	18	68843900	77436580	425	-1.16901418831845
X1593	19	107400	12900600	5818	-1.45195260147209
X1593	19	12904473	19662200	3139	-0.860456913287651
X1593	19	19663114	24087100	774	-0.62927656051216
X1593	19	24087400	24163446	18	-0.600088190401197
X1593	19	27750134	34933700	751	-0.0445529858082228
X1593	19	34933855	35945000	720	-0.18712716187271
X1593	19	35957200	36236500	170	0.209845069970308
X1593	19	36236600	37890222	465	0.363913375898281
X1593	19	37890369	40962390	1819	0.221451120565357
X1593	19	40991224	43873100	1237	-1.52361002267424
X1593	19	43873517	44478164	236	-1.25312321640891
X1593	19	44479350	49828872	2644	-1.55677631607273
X1593	19	49829000	51768700	1007	-1.25036558786693
X1593	19	51769000	53761300	779	-1.01435196411323
X1593	19	53762286	55707858	1278	-1.29293234767881
X1593	19	55709000	58582769	1154	-1.14605616742096
X1593	20	87700	229300	15	-0.867591622332562
X1593	20	229700	5501700	1122	-1.02131856105264
X1593	20	5501800	25919650	1600	-0.839505585307179
X1593	20	25988200	34071952	920	-0.521371753226592
X1593	20	34072300	36797400	847	-0.356672539104721
X1593	20	36797600	38241600	324	-0.633724710192212
X1593	20	38241929	41023800	248	-0.357913263857353
X1593	20	41029100	62956955	3275	-0.605017336279799
X1593	20	62957400	62964500	12	-0.751815962031144
X1593	21	9548800	10538642	24	-1.03734716615036
X1593	21	10538900	18858178	224	-0.884678727882419
X1593	21	18858307	36320400	1216	-1.21988588154653
X1593	21	36333600	39661100	445	-1.00462822323399
X1593	21	39661418	46681100	1656	-1.29238683711123
X1593	22	16136800	24510739	2182	-1.21217721313949
X1593	22	24510900	25070586	183	-0.70935853330887
X1593	22	25170900	27060300	320	-1.15408545465231
X1593	22	27060448	29050987	143	-1.76207837336042
X1593	22	29053489	30003011	308	-1.11014229976019
X1593	22	30006884	30870282	310	-0.45921101107842
X1593	22	30870559	50740000	4608	-1.4219238383708
X1593	22	50740200	50799058	27	-1.23640516958454
X1605	1	13300	874200	31	-1.00689645381652
X1605	1	926000	2408900	787	-0.651610365049733
X1605	1	2410500	46906200	9170	-0.859465971020098
X1605	1	46930200	97382400	3944	-1.20019324139123
X1605	1	97450200	121117248	2587	-1.38222627295926
X1605	1	121118200	121387800	11	-1.17892251800853
X1605	1	143377400	150159400	705	-0.817099610101197
X1605	1	150220600	152353900	904	-0.433770695126923
X1605	1	152354293	153541509	171	-1.01906036442532
X1605	1	153543700	156924214	1756	-0.713375394022231
X1605	1	156924700	169520600	2026	-0.83590369458181
X1605	1	169523438	169607000	49	-1.07104112830562
X1605	1	169609500	170167740	127	-0.832166254799889
X1605	1	170369356	196685378	2263	-1.12558403110964
X1605	1	196689500	243271200	5910	-0.844042751887273
X1605	1	243274700	248239400	524	-0.590093854601316
X1605	1	248239456	248650915	78	-0.706339669999682
X1605	1	248681400	248858600	41	-0.586534334417121
X1605	2	14400	28946600	2758	-0.851392194929752
X1605	2	28946800	30568100	143	-0.101907310751429
X1605	2	30605900	37645700	696	-0.514457792120015
X1605	2	37646000	80419700	3454	-0.894410731051447
X1605	2	80545000	86974100	572	-0.488721124828176
X1605	2	86986800	91883200	326	-0.929609235393877
X1605	2	91887600	100309100	1059	-0.433070836153858
X1605	2	100321600	110886882	855	-1.15522126312933
X1605	2	110908790	115468537	517	-0.915753499855507
X1605	2	115499400	117829000	44	-1.11343050847173
X1605	2	117829400	143437103	1835	-1.42003280045396
X1605	2	143487500	156610696	703	-0.90299724774395
X1605	2	156777900	161804527	459	-0.26655196222499
X1605	2	161840000	162504700	170	-0.883348905941008
X1605	2	162512500	170860000	891	-1.41910561666487
X1605	2	170929200	172102100	158	-0.818432471380957
X1605	2	172102376	181305800	1278	-0.484953420057528
X1605	2	181457700	194188000	928	-0.656551814533508
X1605	2	195583100	197187200	271	-1.43522185197245
X1605	2	197310573	198147000	115	-0.791805833247255
X1605	2	199272124	203765434	797	-0.271431701527793
X1605	2	203867900	237097586	3959	-1.42611067535061
X1605	2	237097700	240776030	667	-1.01013779308571
X1605	2	240782699	241253600	276	-1.40826044640413
X1605	3	197900	47056800	4563	-0.954947665679664
X1605	3	47057100	52813600	2492	-0.857619155841418
X1605	3	52814000	90208300	1818	-0.968237236548663
X1605	3	90215600	169089200	6598	-0.704363817424662
X1605	3	169089901	189310500	1890	-0.470962115516609
X1605	3	189315600	197960581	998	-0.636550582165801
X1605	4	53200	6414100	1299	-1.88439841407855
X1605	4	6472300	48850000	2340	-1.44328783075335
X1605	4	48851800	78057900	1790	-1.16585348724693
X1605	4	78058200	78329300	35	-1.51142173577403
X1605	4	78333400	78526500	78	-2.06678895885654
X1605	4	78534600	190060400	6143	-1.46022485720517
X1605	5	140400	1409200	428	-0.357550893608058
X1605	5	1409300	39393400	2006	-0.605082736860808
X1605	5	39394100	50399800	372	-1.13686111294133
X1605	5	50402200	95823900	2874	-1.49478281900832
X1605	5	95858800	147324100	4244	-1.14546671915388
X1605	5	147342993	153494089	1120	-0.938256394188716
X1605	5	153647100	168118400	775	-1.20876526447517
X1605	5	168125024	180902400	1982	-0.864084026876423
X1605	6	152700	21595300	1309	-1.49351782369056
X1605	6	21595800	170640200	14105	-1.15855936382585
X1605	7	19700	6705100	1212	-0.736295600498679
X1605	7	6705400	63088000	3683	-0.926255978510637
X1605	7	63113700	65718200	255	-0.761918518772555
X1605	7	65718600	72955100	319	-0.602178008292615
X1605	7	72960000	77894000	894	-0.391183101306327
X1605	7	77895000	98192300	1371	-0.596629185017302
X1605	7	98192400	103412988	1736	-0.410936902085783
X1605	7	103413300	124893776	1531	-0.545729372496488
X1605	7	124897100	159117420	4158	-0.673011427134486
X1605	8	166100	32764400	2783	-1.53170496729044
X1605	8	33372700	33722300	44	-0.77024601816384
X1605	8	33722700	91071200	3142	-1.16554331222586
X1605	8	91073800	143043377	3388	-0.924807062416022
X1605	8	143044215	144830890	979	-0.655875938284877
X1605	8	144831140	145054100	60	-0.903317711521481
X1605	9	12200	66182600	3107	-1.17240756039656
X1605	9	66184500	127405059	5521	-1.49982308294934
X1605	9	127405500	136754618	3080	-1.39502336930644
X1605	9	136755128	136805512	33	-1.39869494777076
X1605	9	136806153	138220900	743	-1.31120106957305
X1605	10	84800	67539700	4461	-0.883313737793784
X1605	10	67606800	80634500	1963	-0.51099221558578
X1605	10	80644000	128108568	5544	-0.663973783645012
X1605	10	128108903	133559931	607	-0.522851060870623
X1605	10	133560190	133659700	11	-0.821493115859478
X1605	11	130700	4084600	1361	-1.01394631288355
X1605	11	4086500	61342600	6099	-1.17494734744404
X1605	11	61342900	64776500	1338	-1.06059485317153
X1605	11	64789600	64989900	173	-1.33671236536545
X1605	11	64990200	76355700	3089	-1.08444474015708
X1605	11	76364400	85664800	659	-0.710647569633253
X1605	11	85682900	134487876	5202	-1.16441093395206
X1605	12	66900	39830100	4407	-0.350276327648534
X1605	12	39830300	45036000	502	-1.05986799454432
X1605	12	45050600	57272500	3746	-0.843495156780826
X1605	12	57280600	57696100	257	-0.441438528420768
X1605	12	57696500	76842900	1356	-0.870787862776708
X1605	12	76843200	133234600	6627	-1.10108548371645
X1605	13	19026200	35232500	1433	-1.48558797454753
X1605	13	35251300	87675800	2181	-1.1849580350565
X1605	13	87676100	114325200	1749	-0.890704537276934
X1605	14	19096700	106875061	10089	-1.12572776497015
X1605	15	20003700	20239700	13	-1.43250860912945
X1605	15	20240800	23687000	310	-0.95170249485119
X1605	15	24676000	43368900	2963	-1.48926203020858
X1605	15	43369100	48534100	851	-0.948676989867945
X1605	15	48537600	101966162	6831	-1.47053069289856
X1605	16	60600	3606400	1987	-1.22852476687074
X1605	16	3606700	88630267	10437	-1.40477164072841
X1605	16	88630500	90222600	738	-1.31392007076154
X1605	17	137700	1179800	148	-1.85961430853312
X1605	17	1270800	2796500	463	-0.938487465424138
X1605	17	2800400	6069400	1092	-1.41076185311747
X1605	17	6080800	7792800	793	-1.07360342749103
X1605	17	7793100	10039747	745	-1.46539892307056
X1605	17	10198114	20321600	1919	-1.94628985327471
X1605	17	20336000	22049623	199	-0.600930318357201
X1605	17	22070615	28950322	666	-1.45941764402768
X1605	17	28950988	46305454	4845	-1.1295448804523
X1605	17	46330900	46549461	19	-2.37870539535957
X1605	17	46550403	78093800	5506	-1.11577645252161
X1605	17	78097596	78569259	262	-0.725044394053044
X1605	17	78569525	81194200	681	-1.10063818325863
X1605	18	47400	10807000	893	-0.725753211372869
X1605	18	10807300	46518116	2062	-1.1538469698886
X1605	18	46518399	77436580	1772	-1.51144525084752
X1605	19	107400	8605500	3382	-1.3234336768644
X1605	19	8811400	8974000	218	-0.917488526615497
X1605	19	8974500	19646300	4559	-0.797527539812997
X1605	19	19647055	24163415	738	-0.978593104029609
X1605	19	27750134	33689449	417	-0.240959439408121
X1605	19	33744247	58582769	10473	-0.869905459151704
