Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	X1032	X103	X1040	X106	X1097	X1098	X1172	X1177	X1192	X1196	X119	X120	X1230	X1237	X1265	X1269	X1283	X128	X1326	X1341	X1364	X137	X1410	X1419	X1471	X1499	X1530	X1548	X1552	X1568	X1580	X1582	X1593	X1605	X1634	X1652	X1677	X1689	X1718	X1751	X1851	X1922	X1928	X1979	X2090	X2120	X2152	X2176	X2212	X2316	X2354	X2357	X2360	X2362	X2374	X23	X2401	X2412	X2415	X2429	X2438	X2443	X2503	X2529	X2554	X2556	X2577	X2587	X2593	X2638	X2648	X2665	X2700	X2704	X2716	X2763	X2773	X2797	X2816	X2825	X2890	X2902	X2949	X2991	X2998	X300	X301	X3056	X3059	X3080	X3107	X3144	X3151	X3225	X3238	X3297	X3349	X3391	X342	X356	X429	X451	X472	X544	X592	X603	X655	X736	X80	X860	X88	X935	X93	X94	X970	X987	X991	
Deletion Peak  4	2p25.3  	chr2:1-38139178(probes 19239:21931)                  	chr2:1-3199212(probes 19239:19438)                    	chr2:1-4118210(probes 19239:19505)                    	0.061087	   0.061087		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  5	2q37.3  	chr2:234476764-242193529(probes 36817:37395)    	chr2:240126864-242193529(probes 37273:37395)    	chr2:234070015-242193529(probes 36775:37395)    	0.0016284	  0.0016284		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	
Deletion Peak  6	3p12.1  	chr3:77645001-93877099(probes 44172:44976)        	chr3:84622038-84959499(probes 44692:44699)        	chr3:80442001-89209799(probes 44374:44936)        	0.041694	   0.040622		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
Deletion Peak  7	3q29    	chr3:195725192-195844871(probes 53314:53365)    	chr3:195733185-195826644(probes 53315:53363)    	chr3:195780567-195781999(probes 53340:53341)    	0.1245	    0.12248		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	
Deletion Peak  8	4p16.1  	chr4:8950301-9248799(probes 54482:54490)            	chr4:9210601-9244399(probes 54486:54488)            	chr4:8981701-9295939(probes 54484:54497)            	2.2661e-15	 2.2661e-15		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	
Deletion Peak  9	4q13.2  	chr4:69214501-69484874(probes 58019:58043)        	chr4:69241576-69309624(probes 58022:58025)        	chr4:69250601-69414624(probes 58023:58034)        	1.2584e-05	 0.00018224		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	
Deletion Peak 10	4q35.2  	chr4:177362486-190214555(probes 66882:68031)    	chr4:186522039-186569556(probes 67704:67707)    	chr4:177442301-190214555(probes 66890:68031)    	7.2208e-05	 0.00049525		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	
Deletion Peak 11	5q13.2  	chr5:70189883-70490599(probes 72547:72552)        	chr5:70209828-70490599(probes 72549:72552)        	chr5:50411201-118632739(probes 71172:76167)      	1.0083e-15	 1.0083e-15		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	
Deletion Peak 12	6p22.1  	chr6:29789851-29975199(probes 83598:83616)        	chr6:29830001-29904499(probes 83605:83607)        	chr6:29830701-29951299(probes 83606:83614)        	0.011351	   0.011255		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
Deletion Peak 13	6q16.2  	chr6:80344730-123804756(probes 87335:90049)      	chr6:99253944-99360166(probes 88462:88470)        	chr6:84688801-104744487(probes 87592:88713)      	0.015649	   0.015893		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	
Deletion Peak 14	6q25.3  	chr6:159324101-159740356(probes 92837:92866)    	chr6:159663702-159740356(probes 92852:92866)    	chr6:129843620-170805979(probes 90569:93940)    	1.3393e-08	 1.3263e-08		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	
Deletion Peak 15	7p22.1  	chr7:6737101-7069368(probes 94602:94645)            	chr7:6737301-6804999(probes 94603:94609)            	chr7:1-15715895(probes 93941:95282)                 	1.2675e-05	 1.3017e-05		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	
Deletion Peak 16	7q22.1  	chr7:100965901-101020324(probes 101789:101828)  	chr7:100966401-101020324(probes 101790:101828)  	chr7:100992676-101002199(probes 101804:101812)  	0.076724	   0.076175		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	
Deletion Peak 17	8p23.1  	chr8:7332901-7363099(probes 107724:107728)          	chr8:7334001-7357599(probes 107725:107727)          	chr8:1-12684899(probes 107193:108166)               	3.4154e-06	   0.013368		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	
Deletion Peak 18	8p23.1  	chr8:12128501-12359499(probes 108149:108154)      	chr8:12128501-12359499(probes 108149:108154)      	chr8:1-12684899(probes 107193:108166)               	6.413e-16	 3.2469e-14		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	
Deletion Peak 19	9p24.3  	chr9:1-2166698(probes 117597:117718)                  	chr9:197768-271899(probes 117623:117625)              	chr9:1-2048149(probes 117597:117705)                  	0.014212	   0.014095		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	
Deletion Peak 20	9q34.2  	chr9:128814331-137368433(probes 126284:127282)  	chr9:133396934-133469149(probes 126788:126801)  	chr9:126614401-138394717(probes 125982:127406)  	0.00043654	 0.00043077		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	
Deletion Peak 21	10q11.22	chr10:47408251-48159099(probes 130728:130787)    	chr10:47481051-47511839(probes 130736:130737)    	chr10:46462001-48201566(probes 130630:130793)    	1.1757e-05	 1.3432e-05		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
Deletion Peak 22	10q24.32	chr10:86362101-118048997(probes 133654:136238)  	chr10:101751626-101793899(probes 135038:135044)	chr10:94293601-113905368(probes 134316:135873)  	0.0057565	  0.0072661		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	
Deletion Peak 23	11p15.5 	chr11:1-4095119(probes 137579:138066)               	chr11:478327-644982(probes 137628:137645)            	chr11:1-2317399(probes 137579:137864)               	0.011351	   0.011255		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	
Deletion Peak 24	11q11   	chr11:55622741-55777656(probes 141550:141567)    	chr11:55632261-55684442(probes 141551:141557)    	chr11:55651301-55665399(probes 141553:141554)    	0.10676	    0.10594		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
Deletion Peak 25	12q24.33	chr12:122001464-133275309(probes 158380:159394)	chr12:132018221-132197184(probes 159244:159260)	chr12:131989901-132203591(probes 159240:159263)	0.105	    0.10594		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	
Deletion Peak 26	13q11   	chr13:1-18819299(probes 159395:159432)           	chr13:18183226-18233899(probes 159397:159404)    	chr13:1-24891231(probes 159395:159993)           	1.7051e-12	 8.0843e-12		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	
Deletion Peak 27	13q14.2 	chr13:18229401-66303994(probes 159404:163069)    	chr13:48215276-48462255(probes 162119:162139)    	chr13:44143901-49015678(probes 161758:162152)    	0.024272	    0.10594		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	
Deletion Peak 28	14q11.2 	chr14:18629186-19713099(probes 166084:166169)    	chr14:18957591-19138599(probes 166100:166114)    	chr14:1-19995449(probes 166059:166194)           	1.0162e-05	  1.021e-05		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	
Deletion Peak 29	15q11.2 	chr15:1-22095299(probes 173046:173206)           	chr15:20891234-21029413(probes 173136:173139)    	chr15:1-22594632(probes 173046:173251)           	8.0176e-09	 2.0303e-05		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	
Deletion Peak 30	15q11.2 	chr15:23030234-23354999(probes 173304:173333)    	chr15:23185661-23214699(probes 173317:173318)    	chr15:23096501-23393224(probes 173311:173344)    	1.1757e-05	   0.058237		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
Deletion Peak 31	15q14   	chr15:34355034-34752899(probes 174254:174275)    	chr15:34527901-34540066(probes 174270:174271)    	chr15:33548201-55850699(probes 174168:175962)    	2.3177e-07	   0.053239		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	
Deletion Peak 32	15q15.1 	chr15:35233884-61864583(probes 174317:176402)    	chr15:40718901-40827359(probes 174689:174701)    	chr15:33548201-55850699(probes 174168:175962)    	1.45e-05	     0.1012		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	
Deletion Peak 33	16p13.11	chr16:16265301-16366999(probes 181600:181606)    	chr16:16266654-16366999(probes 181601:181606)    	chr16:16331601-16363824(probes 181604:181605)    	0.08172	   0.081577		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 34	16q23.1 	chr16:74302301-74379832(probes 185539:185551)    	chr16:74318533-74379832(probes 185541:185551)    	chr16:74342330-74353799(probes 185547:185548)    	0.005097	   0.030832		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	
Deletion Peak 35	16q24.3 	chr16:80784967-90338345(probes 186043:187060)    	chr16:90096058-90338345(probes 187060:187060)    	chr16:80804301-90338345(probes 186045:187060)    	0.0021561	   0.033814		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	
Deletion Peak 36	17p12   	chr17:11990601-12666299(probes 188221:188233)    	chr17:12069601-12100679(probes 188226:188227)    	chr17:11992401-12744631(probes 188223:188241)    	0.0017719	    0.07701		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	
Deletion Peak 37	17p11.2 	chr17:16761623-16941179(probes 188575:188589)    	chr17:16771293-16842999(probes 188576:188581)    	chr17:16720701-16949206(probes 188569:188591)    	0.005047	    0.10594		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	
Deletion Peak 38	17p11.2 	chr17:18397817-18515330(probes 188777:188796)    	chr17:18404906-18436045(probes 188778:188780)    	chr17:18411995-18639194(probes 188779:188812)    	2.9615e-21	 2.2306e-17		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	
Deletion Peak 39	17p11.2 	chr17:21704201-27073088(probes 189134:189167)    	chr17:22280320-22301192(probes 189153:189157)    	chr17:21260001-27034298(probes 189094:189163)    	1.9595e-10	 0.00030208		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	
