Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9	Pat02	Pat03	Pat04	Pat06	Pat07	Pat08	Pat100	Pat101	Pat103	Pat104	Pat105	Pat106	Pat109	Pat11	Pat110	Pat113	Pat115	Pat117	Pat118	Pat119	Pat121	Pat123	Pat124	Pat126	Pat127	Pat128	Pat129	Pat13	Pat130	Pat131	Pat132	Pat133	Pat135	Pat138	Pat139	Pat14	Pat140	Pat143	Pat147	Pat148	Pat15	Pat151	Pat157	Pat159	Pat16	Pat160	Pat162	Pat163	Pat165	Pat166	Pat167	Pat168	Pat17	Pat170	Pat171	Pat174	Pat175	Pat18	Pat19	Pat21	Pat24	Pat25	Pat27	Pat28	Pat29	Pat32	Pat33	Pat36	Pat37	Pat38	Pat39	Pat40	Pat41	Pat43	Pat44	Pat45	Pat46	Pat47	Pat49	Pat50	Pat54	Pat55	Pat56	Pat57	Pat58	Pat59	Pat60	Pat62	Pat63	Pat64	Pat66	Pat67	Pat70	Pat71	Pat73	Pat74	Pat76	Pat77	Pat78	Pat79	Pat80	Pat81	Pat82	Pat83	Pat85	Pat86	Pat88	Pat90	Pat92	Pat98	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR6161	CR7623	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	LSD0167	LSD2057	LSD3484	LSD4691	LSD4744	LSD6819	LSDNR1120	LSDNR1650	LSDNR3086	LSDNR9298	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6721	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	NR9765	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD0346	SD1494	SD2051	SD2056	SD5038	SD5118	SD5934	SD6336	SD6494	SD7357	
Deletion Peak 47	Xp22.33 	chrX:1-9699080(probes 207541:208186)                	chrX:1-2830590(probes 207541:207546)                	chrX:1-2838701(probes 207541:207548)                	0.1605	    0.16081		0: t>-0.25; 1: -0.25>t> -1.3; 2: t< -1.3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	
Amplification Peak  1 - CN values	1p36.22 	chr1:1-45933256(probes 1:3717)                    	chr1:9714366-9815407(probes 725:730)              	chr1:9714366-9844578(probes 725:733)              	0.06671	   0.079365		Actual Copy Change Given	1.3382	-0.078174	0.039635	0.43985	0.43116	0.023791	-0.66053	0.19964	0.0014061	-0.088181	-0.47404	-0.31396	0.030059	0.048868	-0.01192	-0.0018777	0.25696	-0.063061	-0.017767	0.00073999	0.015723	-0.061583	0	-0.21099	0.41255	0.4851	-0.18277	0.086171	0.85027	-0.73515	0.0084906	-0.057138	-0.48765	-0.1078	-0.016502	0.37503	-0.15014	-0.51503	-0.098358	-0.19611	0.012554	-0.074512	-0.24488	0.72485	1.3654	-0.0085885	0.21719	-0.010376	-0.09765	0.38808	0.023593	0.2582	0.087977	-0.019384	-0.32698	-0.3213	0.12441	-0.053675	0	-0.35168	0.0027709	-0.73663	0.048323	-0.38858	0.28921	-0.7739	0	-0.062125	0.24523	0.25981	0	0.058764	0.0067659	-0.97963	-0.0082875	0.13512	0.0099258	0.76373	0.060651	0	-0.14033	-0.39082	-0.2456	1.3555	0.11708	0.18595	-1.0685	0.47752	0.9305	0.0055578	0.26134	0.59479	0.19713	0.010275	0.39246	-0.040534	0.21185	-0.06148	0.0030584	-0.01246	-0.27743	-0.22645	-0.021882	0.18152	-0.053568	0.093387	-0.26932	0.052487	0.059118	-0.72923	-0.17946	0.0015813	-0.37748	0.206	0.13228	0.05938	0.1798	0.022283	-0.58406	-0.59696	0.41226	-0.10001	0.5473	0.039565	-0.2962	-0.1678	-0.21623	-0.0061631	-0.18035	0.11099	-0.031884	0.90097	-0.088006	0.080089	-0.36922	0.024696	-0.025214	1.1672	-0.073176	0.61465	-0.36695	0.016955	-0.020677	-0.23914	-0.76732	0.016249	0.2102	0	-0.088706	0.29609	-0.038475	0.0037115	-0.00083942	-0.4055	-0.0048868	0.24534	-0.013141	-0.5478	0.58267	-0.071775	-0.26317	-0.028536	0	1.3403	-0.45659	0.019472	0.11492	0.13662	0.45403	0.31916	-0.0032765	-0.020761	0.016732	3.6569	0.042355	0.003056	-0.032341	-0.15384	0.22362	-0.018495	-0.0555	-0.31777	-0.043207	-0.0079728	0	-0.0063585	-0.0034438	0.00099903	0.025114	0.056176	-0.014059	-0.6846	0	-0.13133	-0.13653	-0.10899	-0.30768	0.19013	-0.15022	0.085681	-0.082081	-0.020097	-0.0033651	0.055327	0.014981	0.24653	-0.013984	0.050351	-0.035256	-0.026487	-0.07897	
Amplification Peak  2 - CN values	1p12    	chr1:108679235-145282092(probes 8578:9787)    	chr1:120387121-120469210(probes 9589:9596)    	chr1:119575734-142827043(probes 9512:9649)    	0.017605	    0.18524		Actual Copy Change Given	1.2523	0.0091705	-0.45512	0.3032	0.43116	0.011699	0.34066	0.017875	0.0014061	-0.0062478	0.4595	-0.31396	0.23358	0.038853	-0.01192	-0.0018777	0.25696	0.065037	0.053574	0.00073999	0.015723	-0.037985	0	-0.0089956	-0.47439	0.51592	1.0181	0.020817	0.058744	0.019025	0.0084906	-0.057138	-0.46897	0.0071981	-0.0016987	0.37503	-0.084067	-0.51503	0.024322	1.1266	0.012554	-0.074512	0.67592	0.80977	0.014485	-0.0085885	-0.0047778	-0.010376	0.062153	0.38808	-0.18777	0.70141	-0.84354	-0.019384	-0.28211	-0.3213	-0.038661	-0.053675	0	-0.23644	0.0027709	-0.61749	0.048323	-0.26821	0.67502	0.094245	0	-0.098365	0.44323	0.16246	0	0.035412	0.04527	0.020856	-0.0082875	0.039555	0.0099258	-0.59361	0.19288	0	-0.26905	2.8889	0.042476	-0.17299	-0.293	0.18595	0.056492	2.6097	0.41757	0.0055578	-0.0012709	0.59479	0.19713	0.010275	0.73534	3.6569	0.1571	0.077991	0.0030584	0.0089485	0.0013694	0	-0.021882	0.032291	0.35619	-0.55405	-0.26932	0.052487	0.059118	0.014511	-0.018721	0.0015813	-0.37748	0.41839	0.94641	0.05938	-0.78446	0.022283	1.2171	-0.44366	-0.056641	-0.10001	-0.00059768	1.0729	0.11746	0.011351	0.82261	-0.0061631	0.17727	-0.0023509	0.23194	0.76106	0.0054976	0.080089	-0.46142	0.024696	0.26326	-0.06238	0.37351	-0.043885	-0.46284	-0.022006	-0.020677	3.6569	0.35255	0.016249	-0.0303	0	0.053465	0.29609	-0.038475	0.0037115	-0.00083942	-0.18643	-0.0048868	0.24534	-0.013141	-0.53069	0.58267	-0.071775	-0.26317	-0.028536	0	0.54868	0.60199	0.019472	0.11492	0.035153	-0.1181	0.33722	0.0011412	-0.00068633	-0.010352	0.33225	0.042355	0.003056	-0.032341	-0.36927	0.40559	-0.018495	-0.0555	0.45266	0.089147	-0.0079728	0	-0.0063585	-0.0034438	0.00099903	0.025114	0.056176	-0.014059	0.10627	0	0.58724	0.12692	-0.0063559	-0.30768	0.29384	-0.13293	0.085681	-0.082081	-0.020097	-0.0033651	0.024803	0.014981	0.24653	-0.013984	0.38292	-0.035256	0.033968	-0.045538	
Amplification Peak  3 - CN values	1q21.2  	chr1:149755861-149871854(probes 10109:10123)  	chr1:149858521-149871743(probes 10121:10122)  	chr1:142713168-164562297(probes 9650:11570)   	1.5804e-09	  3.672e-09		Actual Copy Change Given	-0.29211	0.70028	0.48602	0.3032	0.43116	-0.40271	0.34066	0.017875	0.89823	-0.0062478	0.90651	0.72194	0.23358	0.043799	0.11785	1.1273	0.25696	2.1649	-0.14585	0.00073999	0.015723	-0.037985	0.7674	0.23147	2.3386	0.51592	0.084549	1.5744	0	0.0075528	0.36376	-0.057138	1.4557	0.6882	0.083782	0.37503	-0.084067	1.1951	0.46039	0.93906	0.012554	-0.051121	0.67592	0.13046	1.7904	0.12285	-0.023442	0.1363	0.062153	0.3055	0.0063775	0.90159	0.82797	1.4416	0.34289	0.32756	0.77461	0.25996	0	0.67505	0.0027709	0.59606	0.048323	0.53134	0.39392	0.96253	0	-0.098365	1.1427	1.9878	0.47469	0.91399	-0.21245	1.9456	1.4755	0.039555	0.0099258	0.63988	0.19288	0	1.4272	0.02912	2.6778	1.6518	0.39009	1.6449	3.6569	3.6569	2.5072	-0.040651	-0.0012709	2.0581	0.19713	1.1891	0.73534	0.37622	0.1571	0.077991	0.32635	0.0089485	0.30716	0	-0.021882	0.032291	-0.057511	0.152	-0.26932	0.052487	0.066537	0.75099	-0.018721	0.0015813	0.85823	0.50302	0.75186	0.8139	-0.038875	0.90782	0.35238	0.15612	-0.32386	-0.16679	-0.00059768	1.3143	0.11746	-0.21887	2.6277	0.063696	2.683	-0.0023509	0.23194	0.76106	0.88666	0.080089	-0.22041	0.024696	0.26326	0.33702	0.37351	0.091567	0.35203	-0.47524	-0.020677	1.2563	-0.32819	0.016249	0.74442	0	0.053465	0.29609	0.36471	0.0037115	-0.00083942	-0.18643	-0.0048868	-0.074014	0.44162	0.79896	1.1625	0.64201	0.0056952	-0.028536	0	0.54979	0.60199	0.019472	-0.252	0.24857	-0.1181	0.33722	0.0011412	-0.00068633	0.37567	-0.50976	0.042355	0.41462	-0.032341	0.32194	0.8981	1.8092	1.3066	0.45266	0.089147	-0.0079728	0	-0.0063585	-0.0034438	0.00099903	0.025114	-0.20909	0.73171	0.10627	3.6569	0.58724	0.12692	0.038038	1.349	0.29384	-0.27347	0.085681	0.84262	0.93618	-0.0033651	0.024803	-0.0075497	0.042673	-0.013984	0.38292	0.32486	-0.62786	0.6604	
Amplification Peak  4 - CN values	1q44    	chr1:240331376-249250621(probes 17733:18455)  	chr1:247420287-247654492(probes 18255:18272)  	chr1:237167730-249250621(probes 17528:18455)  	0.0036559	   0.020198		Actual Copy Change Given	-0.29211	0.70028	0.91588	0.3032	0.43116	0.007668	0.59719	0.017875	0.89823	-0.0062478	0.90651	0.72194	0.35829	0.043799	0.38126	0.83171	0.25696	1.0036	0.28664	0.019798	0.015723	-0.037985	0.7674	0.23147	1.4834	0.51592	0.084549	1.5744	0	0.0075528	0.40989	-0.057138	1.4557	0.6882	0.035904	0.37503	0.0011545	0.98088	-0.66737	0	0.012554	-0.051121	0.53165	0.50358	-1.1925	0.12285	-0.023442	0.1363	0.062153	0.12553	0.0063775	0.67359	0.82797	0.874	0.34289	0.32756	0.77461	0.25996	0	0.8175	-0.24671	1.1952	0.027406	0.53486	0.14685	0.31287	0	-0.098365	0.21281	-1.2929	0.47469	0.0063352	0.046778	1.9456	0.052625	0.039555	0.0099258	1.1798	-0.62928	0.079344	-0.56007	0.02912	2.6778	-0.40996	0.17855	-0.38097	0	-1.0332	-0.073377	-0.027049	-0.0012709	-0.95001	0.18176	0.05822	0.73534	0.66435	0.010917	-0.061807	0.32635	0.0089485	0.30716	0	0.12037	0.032291	0.32301	1.1679	0.91581	0.013806	0.066537	0.75099	-0.00796	0.0015813	1.6323	0.8875	0.75186	-0.024296	-0.038875	0.90782	0.35238	1.396	2.4618	0.0599	-0.00059768	1.5861	-0.018474	1.2946	2.2524	-0.037405	0.13979	-0.0023509	0.0111	0.76106	0.88086	0.080089	-0.013506	0.024696	0.65584	-0.09323	0.37351	-0.058653	0.31961	0.61428	-0.030145	0.74632	0.53575	0.016249	-0.34463	0	0.053465	0.92321	0.36471	0.0037115	-0.00083942	-0.18643	0.50387	-0.074014	0.44162	0.79896	1.1625	0.63371	0.0056952	-0.028536	0.34864	2.1381	0.60199	0.019472	-0.252	-0.0052924	-0.1181	0.33722	0.0011412	-0.00068633	0.16111	0.0011917	0.042355	0.41462	-0.032341	0.32194	0.90136	0.89181	1.3066	0.50338	0.089147	-0.0079728	0	-0.0063585	-0.0034438	0.00099903	0.025114	-0.20909	0.73171	0.94522	-0.10188	0.58724	0.12692	0.038038	1.349	0.39164	-0.27347	0.085681	0.84262	0.93618	-0.0033651	0.024803	-0.0075497	-0.46789	-0.013984	0.38292	0.32486	-0.62786	0.6604	
Amplification Peak  5 - CN values	3p13    	chr3:69352668-71020030(probes 42616:42621)      	chr3:69360505-71015161(probes 42617:42620)      	chr3:68466564-74373559(probes 42544:42896)      	1.499e-05	  1.499e-05		Actual Copy Change Given	0.21121	0.39272	3.6569	0.018744	0.015269	0.035263	0.45599	0.15582	0.018541	0.77454	0.56907	-0.318	0.20066	0.040454	0.031808	0	-0.23033	-0.47658	0.15167	0.0053862	0.0066996	0.55617	0.58499	0.002045	0.0027958	-0.48846	0.25269	0.37897	-0.69182	0.38647	0.022326	0.050926	0.50095	-0.0090224	0.011679	0.63567	-0.014819	-0.081767	0.10772	0.19141	-0.0059486	0.046392	0.4804	0.23054	0.29338	0.078041	-0.020658	-0.00023556	-0.74376	0.3703	1.3662	0.51667	-0.057371	-0.037097	-0.079	0.001945	-0.0055518	-0.059696	0.0041403	0.33037	0.028453	-0.65416	0.039705	0.18987	0.27716	0.085888	-0.0019463	0.10324	1.6084	1.5583	-0.0048678	1.5195	0	0.0022314	0.52746	0.0080696	-0.55721	0.11912	0.45417	3.6569	0	0.027312	-0.028244	0.37238	0.55674	0.14591	3.6569	0	0.38838	0	0.21806	0.015838	0.092371	0.078802	0.30511	0.22478	-0.29082	0.0015188	1.8441	-0.070225	0.017721	-0.021969	0	0.21592	0.023013	0.0062091	-0.045319	-0.41984	0.12778	-0.0074706	0.16157	-0.0099074	-0.86363	-0.13345	-0.003946	0	-0.80394	-0.024591	0.33797	-0.022201	0.23765	0.47641	-0.0097803	-0.052367	-0.25889	-0.0049891	1.5715	-0.073113	0.29859	0	0.15071	1.9024	-0.025934	-0.00042512	0.37535	0.043977	-0.053037	-0.073252	0.40238	-0.041811	-0.44895	-0.031298	-0.732	0.3651	0.019348	0	1.3452	0.26061	0.046408	0.25026	0.43908	-0.01698	0.011852	0.13116	0.0072024	0.21371	-0.00032964	-7.6803e-05	0	-0.069857	-3.2716e-06	0.026094	0.0036456	-0.083793	-0.0022267	-0.02918	0.34605	-0.5703	-0.093942	-0.39807	0.00064437	0.0018071	0.031487	0.51047	0	0.022645	-0.021099	-0.028283	-0.046204	0.0081318	0.37155	0.51771	0	0.015459	0.0099231	0.0036548	0.0035236	0.00063816	0.0081526	0.029952	0.78883	0.016792	0.0019313	0.0084399	0.027379	0.066628	0	-0.091177	0.017925	-0.48589	-0.061379	-0.005365	1.1206	-0.60498	0.43526	0.34998	0.28761	0	0.42048	3.2205	0.56793	
Amplification Peak  6 - CN values	5p15.33 	chr5:481227-1321872(probes 65975:66044)            	chr5:1219159-1282754(probes 66033:66040)          	chr5:1-1335431(probes 65943:66046)                 	0.0045781	  0.0045781		Actual Copy Change Given	0.19759	-0.013343	0.07574	0.013986	-0.00086595	0.079848	0.25929	0.1715	-0.019246	-0.07014	-0.47558	0.019002	0.012651	0.033899	-0.21856	0.63468	0.19223	0.5308	-0.13432	0.010597	0	-0.045473	0.043185	-0.0028477	0.015775	0.47943	0.46336	0.4899	-0.70067	-0.71566	0.55732	0.050802	-0.024897	0	-0.028098	3.6569	0.1012	-0.14483	-0.29007	-0.70893	0.037984	0.30071	0.40712	-0.0054999	-1.0149	-0.0081224	-0.052607	-0.0093261	-0.01404	0.0069455	-0.22624	0.25374	-0.04021	0	-0.27484	-0.63143	0.91231	0.31005	0.011571	-0.73839	0.77121	0.38676	-0.43976	-0.30002	-0.34535	0.10556	-0.012205	0.20516	-0.15569	0.10781	0.66629	-0.023622	-0.28009	-0.014694	0.8313	-0.11212	-0.50833	0.5606	-0.61355	0.0053332	-1.1762	0.056398	-0.53459	0.62995	0.89423	-0.10174	-0.20058	-0.65955	-0.84189	-0.67764	0	-0.73119	-0.21903	0.036717	0.92277	-0.022733	0.14713	3.6569	0	0.16117	0.28759	-0.02044	-0.0017585	-0.31973	0.0044941	0.018779	0.40312	-0.53043	-0.061142	-0.027576	0.29217	-0.0085217	-0.83755	0.37479	-0.081002	-0.29206	-0.79509	-0.023509	0.46534	0.28991	-0.030532	3.6569	0.37939	-0.014883	0.37588	-0.23813	2.0959	-0.04518	-0.45643	-0.0074074	-0.35565	-0.33002	-0.00023881	0.00066812	0	-0.032375	0.023962	-0.49122	3.1999	-0.10175	0.0046909	0.49487	0.0046266	-0.05294	-0.55536	0.007083	0.42455	-0.24423	-0.025551	0.29645	-0.031375	-0.0091796	-0.0096188	-0.35634	0.006368	-0.00025751	0.068772	0.070501	-0.002495	0.072644	0.029658	-0.0074903	-0.081677	0.096975	-0.46365	0.01151	0.29288	0.011731	0.13098	0.45311	-0.00456	-0.0082371	0.21138	0.52309	-0.014825	-0.048764	0.013822	0.0094147	0.046477	0.02619	-0.055525	-0.75733	-0.076669	0.019919	-0.033999	0.010173	0.0083482	-0.0044792	-0.04652	-0.68769	-0.012672	-0.015697	-0.044542	0.43241	0	0.030965	-0.27747	0.70711	0.22388	0.69162	0.025825	0.0046651	-0.61595	-0.027776	-0.17669	-0.45954	-0.022401	0.0135	1.0448	1.8938	1.0156	
Amplification Peak  7 - CN values	5q31.3  	chr5:140167221-140856543(probes 75345:75434)  	chr5:140810258-140811029(probes 75429:75429)  	chr5:140083471-140864970(probes 75344:75436)  	0.012456	   0.012456		Actual Copy Change Given	0.19759	-0.013343	0.07574	-0.48011	-0.00086595	-0.34246	0.47451	-0.16786	-0.019246	-0.0081239	-0.47558	0.019002	-0.17235	0.033899	0.026226	0.012727	0	0.74586	0.050257	0.010597	0	-0.045473	0.043185	-0.0028477	0.015775	-0.53278	-0.13137	-0.17409	-0.68579	-0.71566	0.0053082	0.050802	-0.024897	0	-0.012589	-0.12472	0.1012	-0.18847	-0.85042	-0.70893	0.037984	-0.18885	1.1506	-0.27054	-1.2929	-0.0081224	-0.0060033	-0.12687	-0.656	0.31881	-0.2169	-0.84258	-0.8643	0.59214	-0.27484	-0.64242	-0.85966	0.00097684	0.011571	-0.30216	0.0395	0.66766	-0.47266	0.59665	-0.55539	0.10556	-0.012205	0.20516	-0.81834	0.3466	-0.51007	-0.55611	0.033082	-0.014694	-0.67521	-0.56542	0.64767	-0.62053	-0.072146	-1.2157	-0.090936	0.056398	-0.81501	-1.0508	-0.6635	-0.22302	-0.77302	-0.84	-1.2891	-0.67764	0	-1.2929	-0.21903	0.036717	-0.063482	0.39918	-0.1538	-0.11951	0	-0.54193	0.35169	-0.56792	-0.0017585	-0.31206	-0.30925	0.18373	1.5277	-0.53043	-0.035862	0.40933	0.29217	-0.0085217	-0.31655	0.66396	-0.85461	-0.075011	-0.79509	-0.023509	0	2.4314	1.4243	-0.72224	-0.38317	-0.014883	-0.086888	-0.014452	0.90998	-0.04518	-0.17097	-0.0074074	0.0041235	-0.33002	-0.00023881	0.00066812	0	-0.032375	2.9427	-0.089303	0.89465	-0.59678	0.53475	1.3467	0.63695	1.583	0.061165	0.007083	-1.0355	-0.24423	-0.025551	0.017854	-0.34129	-0.0091796	-0.41596	-0.35634	0.006368	-0.00025751	-0.26141	0.019308	-0.002495	0.072644	0.029658	-0.0074903	-0.081677	-0.29603	-0.46365	0.01151	0.32569	-0.58087	-0.18165	0.45311	-0.00456	-0.25092	-0.14618	0.52309	-0.014825	-0.68541	0.42335	-0.3667	-0.057882	0.02619	-0.055525	-0.68764	-0.076669	0.019919	-0.033999	0.010173	0.0083482	-0.0015591	-0.04652	-0.68769	-0.012672	-0.015697	-0.0067509	-0.43985	-0.76693	0.030965	-0.27747	-0.092789	0.22388	-0.48418	0.025825	0.0046651	-0.61595	0.011115	-0.17669	-0.45954	-0.022401	0.0135	0.18431	0.6163	0.014217	
Amplification Peak  8 - CN values	6p22.1  	chr6:27424603-27889222(probes 80960:80971)      	chr6:27425019-27879299(probes 80961:80970)      	chr6:27425019-27909067(probes 80961:80973)      	1.1443e-09	 1.1443e-09		Actual Copy Change Given	0.23151	-0.34315	0.55536	-0.46432	0.46245	-0.0045757	0.34088	0.021553	0.011521	0	-0.019095	0.01304	0.20088	0	0.22971	0.39375	0.91015	0.58807	0.036237	0	0.0028	0.81459	-0.76404	0.2027	0.014304	0.48355	0.12497	0.56926	0.33417	0	1.0509	-0.11813	1.0476	2.1055	1.3023	-0.042841	-0.15013	0.54224	0.2768	-0.25082	-0.079298	1.0584	0.64123	-0.82408	3.6569	0.20355	-0.048964	0.001882	1.8993	0.81961	0.009706	0.82732	-0.10673	-0.05779	0.6706	0.0026586	-0.030396	-0.06985	0.89433	1.2067	0.052118	0.65342	1.6556	0.81793	-0.30806	0.09107	-0.019185	0.070952	3.6569	-0.35073	0.4317	0.036762	-0.0040984	0.012099	1.4608	0.011614	-0.0082447	0.11708	0.84888	3.6569	3.6569	0.012096	3.5044	0.7419	0.18209	0.23353	3.6569	2.3846	3.0543	-0.054134	3.0605	3.6569	0.24751	0.075989	1.1746	0.035282	0.24994	0.92754	0.68358	0.4367	0.30426	0.39189	0.80777	0.85062	0.24638	0.35822	-0.13594	0.15669	0.1047	0.73355	1.0183	-0.049973	0.99584	1.479	0.78407	0.016363	0	-0.088697	0.28327	2.3364	0.44334	0.59433	-0.077356	0.36582	-0.50936	0.4685	0.65769	0.01407	3.4117	0.71599	0.6744	0.26235	-0.022396	0.033017	-0.34845	-0.0031279	0.47701	0.45471	-0.9783	0.41788	0.07257	-0.017057	0.02913	1.3669	0.23701	0.0027732	0.15624	-0.24361	0.11627	0.010491	0.72707	-0.056722	0.0052015	-0.36171	-0.04071	0.18278	0.19654	0.012328	1.8808	0.4643	0.014183	0.028207	0.20206	0.016129	0.87258	0.19967	0.91096	0.0027515	0.24215	1.3728	1.2002	0.38133	-0.23784	0.48392	0.078569	-0.0046445	0.01708	0.71037	0.076504	0.92664	1.0649	0.11478	0.0099739	0.026304	0.00051687	-0.00079883	0.0066359	0.011554	0.022878	0.015984	1.1719	0.0060633	1.776	0.65581	3.6569	0.62403	0.67386	0.407	-0.025116	0.081091	0.91198	1.8707	0.24596	0.65785	0.4333	-0.041212	1.4338	0.35785	-0.047049	0.29148	1.1118	
Amplification Peak  9 - CN values	7p21.3  	chr7:5535707-10977629(probes 91540:91762)        	chr7:6940099-7612119(probes 91675:91724)          	chr7:4490854-10979772(probes 91471:91764)        	0.012244	   0.012244		Actual Copy Change Given	0.15393	1.4603	0.098019	0.4028	0.48213	-0.4117	1.31	0.17434	0.44359	0.46168	0.94711	0.72388	0.030404	2.7153	0.018282	0.34031	0.89966	0	0.31541	-0.0085246	0.017643	1.2027	0.76815	0.42669	0.7302	0.49889	0.20215	0.55707	0.059558	0.0053811	-0.01257	0.00035584	1.0619	-0.60683	0.025192	2.0263	0.40033	0.30365	0.019141	-0.25131	0.013375	1.139	0.030959	1.1749	2.4916	0	1.605	0.014635	-0.030618	0.68935	0.44109	0.56141	0.041294	3.6569	-0.0058846	0.0014358	0.036183	0.62233	-0.01369	-0.038363	1.2554	1.2619	0.56578	0.071347	0.2425	0.004111	0.040952	-0.087015	0.04026	0.41009	-0.002305	0.77565	0.65782	-0.011195	2.0007	0	0.59081	1.9368	0.65405	-0.026533	-0.030446	-0.028929	1.4028	1.2227	0.019193	3.6569	0.28986	1.8126	1.8009	0.6778	0.4947	0	0.70991	-0.010952	0.774	0.63772	0.82124	0.0092089	0.31939	0.56603	0.035666	-0.010383	1.0177	0.071345	0.11797	1.5462	0.22831	0.52615	-0.18772	0.021168	0.30237	-0.0060291	0	0.35354	0	0.49021	0.87272	-0.0010924	0.39542	0.070618	2.0852	0.52264	0.019291	1.9788	0.32645	0.42375	0.15297	1.6331	0.20013	0.76333	-0.15808	0.82128	1.5835	-0.75037	-0.0063989	0.04865	2.4102	1.2776	0.90146	0.41421	-0.038378	0.079984	0.032268	-0.31507	0.59292	0.0042104	0.090384	1.4944	0.015498	0.24959	0.35671	0.0066082	0.40488	1.7661	0.47728	0.22038	-0.038945	0.085332	0.66671	0.30134	-0.004749	0.023598	0.0054404	0.053571	0.71954	-0.0029108	-1.1151	0.48127	0.015699	0.19623	0.60036	0.2795	1.1055	-0.0070643	-0.0043947	0.014085	0.84355	0.3459	-0.019649	1.5381	0.78505	0.098575	0.020358	-0.0031491	0.050984	0.019068	0.0093115	0	0.019218	0.032292	1.1937	0.0034577	0.16877	0.0090036	0.12416	0	0.19009	0.32344	0.31929	0.64872	0.037969	-0.0019266	0.55981	0.02428	0.043331	-0.40758	0.89856	0.01799	0.81689	-0.59408	0.74573	
